SEASON_ID,SNAPSHOT_DATE,TEAM_ID,TEAM_ABBR,PLAYER_ID,NAME,STATUS,AGE,HEIGHT,WEIGHT,BIRTH_COUNTRY,BIRTH_CITY,ROOKIE,POSITION,GAMES_PLAYED,GOALS,ASSISTS,POINTS,SOGPG,APG,GPG,PGP,DEF_WALL,PHYSICAL,HAT_TRICKS,PP_GOALS,PP_ASSISTS,PP_POINTS,SH_GOALS,SH_ASSISTS,SH_POINTS,GW_GOALS,GT_GOALS,OT_GOALS,SO_ATTEMPTS,SO_MISSES,SO_GOALS,SO_GOAL_PCT,PLUS_MINUS,SHOT_ATTEMPTS,SHOTS_ON_GOAL,SHOT_PCT,BLOCKED_SHOTS,BLOCKED_SHOTS_AGAINST,MISSED_SHOTS,HITS,HITS_RECEIVED,GIVEAWAYS,TAKEAWAYS,FACEOFFS,FACEOFF_WINS,FACEOFF_LOSSES,FACEOFF_PCT,PENALTIES,PIM,PENALTIES_DRAWN,PENALTY_MIN_DRAWN,FIGHTS,SHIFTS,EVEN_STR_SHIFTS,PP_SHIFTS,SH_SHIFTS,TIME_ON_ICE,EVENT_TOI,PP_TOI,SH_TOI,TEAM_ABBR_CANON,division,conference
2025-2026,20251119,6,PHI,18056,Rodrigo Abols,ROSTER,29.0,"6'4""",206.0,Latvia,Riga,False,C,13,0,0,0,0.92,0.0,0.0,0.0,9.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,27,12,0.0,5,7,8,12,9,4,3,69,40,29,58.0,1,5,2,7,1,168,106,35,27,7253,1111,500,5642,PHI,Metropolitan,Eastern
2025-2026,20251119,10,PIT,5927,Noel Acciari,ROSTER,33.0,"5'10""",203.0,USA,"Johnston, RI",False,C,13,0,3,3,0.85,0.23,0.0,0.23,17.3,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,18,11,0.0,10,4,4,18,20,1,2,87,53,34,60.9,2,12,0,0,0,241,114,45,75,10088,1686,479,7651,PIT,Metropolitan,Eastern
2025-2026,20251119,30,UTA,5234,Andrew Agozzino,ASSIGNED_TO_MINORS,34.0,"5'10""",187.0,Canada,"Kleinburg, ON",False,LW,2,0,0,0,0.0,0.0,0.0,0.0,2.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,1,4,1,1,1,7,3,4,42.9,0,0,1,2,0,20,12,4,4,736,91,0,645,UTA,Central,Western
2025-2026,20251119,22,COL,28441,Jack Ahcan,ASSIGNED_TO_MINORS,28.0,"5'8""",185.0,USA,"Savage, MN",True,D,6,0,1,1,0.33,0.17,0.0,0.17,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,8,2,0.0,4,4,2,5,8,2,0,0,0,0,0.0,0,0,0,0,0,92,63,13,16,4088,487,254,3347,COL,Central,Western
2025-2026,20251119,3,CAR,5630,Sebastian Aho,ROSTER,28.0,"6'0""",176.0,Finland,Rauma,False,C,19,7,11,18,2.63,0.58,0.37,0.95,15.3,6.6,2,1,3,4,0,0,0,1,0,1,0,0,0,0.0,6,98,50,14.0,7,17,31,20,12,26,10,308,146,162,47.4,2,4,5,10,0,435,192,79,171,23015,4636,1609,16770,CAR,Metropolitan,Eastern
2025-2026,20251119,13,OTT,12009,Michael Amadio,ROSTER,29.0,"6'1""",204.0,Canada,"Sault Ste. Marie, ON",False,RW,19,6,3,9,1.11,0.16,0.32,0.47,26.2,3.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,43,21,28.6,14,8,14,30,23,16,11,5,3,2,60.0,1,2,3,6,0,407,200,98,115,16978,3018,1306,12654,OTT,Atlantic,Eastern
2025-2026,20251119,21,VAN,39762,Nils Aman,ASSIGNED_TO_MINORS,25.0,"6'2""",179.0,Sweden,Avesta,True,C,2,0,0,0,0.5,0.0,0.0,0.0,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0.0,1,2,0,2,1,1,0,2,1,1,50.0,0,0,0,0,0,23,19,1,3,1039,48,31,960,VAN,Pacific,Western
2025-2026,20251119,14,MTL,5513,Josh Anderson,ROSTER,31.0,"6'3""",227.0,Canada,"Burlington, ON",False,RW,19,3,3,6,1.05,0.16,0.16,0.32,23.9,16.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-10,38,20,15.0,12,7,11,29,9,8,1,10,8,2,80.0,5,10,7,14,0,356,170,95,94,16972,2812,1632,12528,MTL,Atlantic,Eastern
2025-2026,20251119,28,LAK,18073,Michael Anderson,ROSTER,26.0,"5'11""",194.0,USA,"Roseville, MN",False,D,20,1,4,5,0.5,0.2,0.05,0.25,39.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,38,10,10.0,31,20,8,23,34,15,3,0,0,0,0.0,1,2,5,10,0,470,269,96,106,23494,3299,1549,18646,LAK,Pacific,Western
2025-2026,20251119,23,CGY,5647,Rasmus Andersson,ROSTER,29.0,"6'1""",214.0,Sweden,Malmö,False,D,21,4,5,9,2.33,0.24,0.19,0.43,39.4,29.9,1,1,2,3,0,0,0,0,0,0,2,0,0,0.0,-2,112,49,8.2,36,36,27,12,36,34,3,0,0,0,0.0,9,18,8,16,0,713,313,147,257,30598,4460,1918,24220,CGY,Pacific,Western
